bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
88722,Numbers 30:9,וְהֵפֵ֗ר אֶת־נִדְרָהּ֙ אֲשֶׁ֣ר עָלֶ֔יהָ וְאֵת֙ מִבְטָ֣א שְׂפָתֶ֔יהָ אֲשֶׁ֥ר אָסְרָ֖ה עַל־נַפְשָׁ֑הּ ,אָסְרָ֖ה,ὡρίσατο,aorist indc,she bound,PAST..IND,"But if , on the day that her husband comes to hear of it , he opposes her , then he makes void her vow that was on her , and the thoughtless utterance of her lips by which she bound herself . And the Lord will forgive her .",she obligates,PRES..IND,"But if her husband forbids her when he hears about it , he nullifies the vow that obligates her or the rash promise by which she obligates herself , and the LORD will release her ."
92211,Numbers 35:21,אֹ֣ו בְאֵיבָ֞ה הִכָּ֤הוּ בְיָדֹו֙ ,הִכָּ֤הוּ,ἐπάταξεν,aorist indc,struck down,PAST..IND,"or in enmity struck him down with his hand , so that he died , then he who struck the blow shall be put to death . He is a murderer . The avenger of blood shall put the murderer to death when he meets him .",he hits,PRES..IND,"or if in hostility he hits him with his fist so that he dies , that person shall be put to death ; he is a murderer . The avenger of blood shall put the murderer to death when he meets him ."
92650,Numbers 36:6,זֶ֣ה הַדָּבָ֞ר אֲשֶׁר־צִוָּ֣ה יְהוָ֗ה לִבְנֹ֤ות צְלָפְחָד֙ לֵאמֹ֔ר ,צִוָּ֣ה,συνέταξεν,aorist indc,commands,PRES..IND,"This is what the Lord commands concerning the daughters of Zelophehad , ‘ Let them marry whom they think best , only they shall marry within the clan of the tribe of their father .",commands,PRES..IND,This is what the LORD commands for Zelophehad’s daughters : They may marry anyone they please as long as they marry within the tribal clan of their father .
93077,Deuteronomy 1:14,טֹֽוב־הַדָּבָ֥ר אֲשֶׁר־דִּבַּ֖רְתָּ לַעֲשֹֽׂות׃ ,דִּבַּ֖רְתָּ,ἐλάλησας,aorist indc,you have spoken,PRES.PERF.IND,"And you answered me , ‘ The thing that you have spoken is good for us to do . ’",you propose,PRES..IND,"You answered me , “ What you propose to do is good . ”"
100630,Deuteronomy 12:15,וְאָכַלְתָּ֣ בָשָׂ֗ר כְּבִרְכַּ֨ת יְהוָ֧ה אֱלֹהֶ֛יךָ אֲשֶׁ֥ר נָֽתַן־לְךָ֖ בְּכָל־שְׁעָרֶ֑יךָ ,נָֽתַן,ἔδωκέν,aorist indc,he has given,PRES.PERF.IND,"“ However , you may slaughter and eat meat within any of your towns , as much as you desire , according to the blessing of the Lord your God that he has given you . The unclean and the clean may eat of it , as of the gazelle and as of the deer .",gives,PRES..IND,"Nevertheless , you may slaughter your animals in any of your towns and eat as much of the meat as you want , as if it were gazelle or deer , according to the blessing the LORD your God gives you . Both the ceremonially unclean and the clean may eat it ."
101000,Deuteronomy 12:31,כִּי֩ כָּל־תֹּועֲבַ֨ת יְהוָ֜ה אֲשֶׁ֣ר שָׂנֵ֗א עָשׂוּ֙ לֵאלֹ֣הֵיהֶ֔ם ,שָׂנֵ֗א,ἐμίσησεν,aorist indc,hates,PRES..IND,"You shall not worship the Lord your God in that way , for every abominable thing that the Lord hates they have done for their gods , for they even burn their sons and their daughters in the fire to their gods .",hates,PRES..IND,"You must not worship the LORD your God in their way , because in worshipping their gods , they do all kinds of detestable things the LORD hates . They even burn their sons and daughters in the fire as sacrifices to their gods ."
101001,Deuteronomy 12:31,כִּי֩ כָּל־תֹּועֲבַ֨ת יְהוָ֜ה אֲשֶׁ֣ר שָׂנֵ֗א עָשׂוּ֙ לֵאלֹ֣הֵיהֶ֔ם ,עָשׂוּ֙,ἐποίησαν,aorist indc,they have done,PRES.PERF.IND,"You shall not worship the Lord your God in that way , for every abominable thing that the Lord hates they have done for their gods , for they even burn their sons and their daughters in the fire to their gods .",they do,PRES..IND,"You must not worship the LORD your God in their way , because in worshipping their gods , they do all kinds of detestable things the LORD hates . They even burn their sons and daughters in the fire as sacrifices to their gods ."
101058,Deuteronomy 13:3,וּבָ֤א הָאֹות֙ וְהַמֹּופֵ֔ת אֲשֶׁר־דִּבֶּ֥ר אֵלֶ֖יךָ לֵאמֹ֑ר ,דִּבֶּ֥ר,ἐλάλησεν,aorist indc,he tells,PRES..IND,"and the sign or wonder that he tells you comes to pass , and if he says , ‘ Let us go after other gods , ’ which you have not known , ‘ and let us serve them , ’",he has spoken,PRES.PERF.IND,"and if the sign or wonder of which he has spoken takes place , and he says , “ Let us follow other gods ” ( gods you have not known ) “ and let us worship them , ”"
102933,Deuteronomy 16:22,וְלֹֽא־תָקִ֥ים לְךָ֖ מַצֵּבָ֑ה אֲשֶׁ֥ר שָׂנֵ֖א יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס ,שָׂנֵ֖א,ἐμίσησεν,aorist indc,hates,PRES..IND,"And you shall not set up a pillar , which the Lord your God hates .",hates,PRES..IND,"and do not erect a sacred stone , for these the LORD your God hates ."
103759,Deuteronomy 18:17,הֵיטִ֖יבוּ אֲשֶׁ֥ר דִּבֵּֽרוּ׃ ,דִּבֵּֽרוּ,ἐλάλησαν,aorist indc,they have spoken,PRES.PERF.IND,"And the Lord said to me , ‘ They are right in what they have spoken .",they say,PRES..IND,The LORD said to me : “ What they say is good .
104713,Deuteronomy 20:18,לְמַ֗עַן אֲשֶׁ֨ר לֹֽא־יְלַמְּד֤וּ אֶתְכֶם֙ לַעֲשֹׂ֔ות כְּכֹל֙ תֹּֽועֲבֹתָ֔ם אֲשֶׁ֥ר עָשׂ֖וּ לֵֽאלֹהֵיהֶ֑ם ,עָשׂ֖וּ,ἐποίησαν,aorist indc,they have done,PRES.PERF.IND,"that they may not teach you to do according to all their abominable practices that they have done for their gods , and so you sin against the Lord your God .",they do,PRES..IND,"Otherwise , they will teach you to follow all the detestable things they do in worshipping their gods , and you will sin against the LORD your God ."
106004,Deuteronomy 23:6,כִּ֥י אֲהֵֽבְךָ֖ יְהוָ֥ה אֱלֹהֶֽיךָ׃ ,אֲהֵֽבְךָ֖,ἠγάπησέν,aorist indc,loved,PAST..IND,"But the Lord your God would not listen to Balaam ; instead the Lord your God turned the curse into a blessing for you , because the Lord your God loved you .",loves,PRES..IND,"However , the LORD your God would not listen to Balaam but turned the curse into a blessing for you , because the LORD your God loves you ."
106352,Deuteronomy 24:1,כִּי־מָ֤צָא בָהּ֙ עֶרְוַ֣ת דָּבָ֔ר ,מָ֤צָא,εὗρεν,aorist indc,he has found,PRES.PERF.IND,"“ When a man takes a wife and marries her , if then she finds no favor in his eyes because he has found some indecency in her , and he writes her a certificate of divorce and puts it in her hand and sends her out of his house , and she departs out of his house ,",he finds,PRES..IND,"If a man marries a woman who becomes displeasing to him because he finds something indecent about her , and he writes her a certificate of divorce , gives it to her and sends her from his house ,"
108014,Deuteronomy 27:20,כִּ֥י גִלָּ֖ה כְּנַ֣ף אָבִ֑יו ,גִלָּ֖ה,ἀπεκάλυψεν,aorist indc,he has uncovered,PRES.PERF.IND,"“ ‘ Cursed be anyone who lies with his father’s wife , because he has uncovered his father’s nakedness . ’ And all the people shall say , ‘ Amen . ’",he dishonours,PRES..IND,"“ Cursed is the man who sleeps with his father’s wife , for he dishonours his father’s bed . ” Then all the people shall say , “ Amen ! ”"
109623,Deuteronomy 29:5,לֶ֚חֶם לֹ֣א אֲכַלְתֶּ֔ם ,אֲכַלְתֶּ֔ם,ἐφάγετε,aorist indc,You have eaten,PRES.PERF.IND,"You have not eaten bread , and you have not drunk wine or strong drink , that you may know that I am the Lord your God .",You ate,PRES..IND,You ate no bread and drank no wine or other fermented drink . I did this so that you might know that I am the LORD your God .
109629,Deuteronomy 29:5,וְיַ֥יִן וְשֵׁכָ֖ר לֹ֣א שְׁתִיתֶ֑ם ,שְׁתִיתֶ֑ם,ἐπίετε,aorist indc,you have drunk,PRES..IND,"You have not eaten bread , and you have not drunk wine or strong drink , that you may know that I am the Lord your God .",drank,PRES..IMPV,You ate no bread and drank no wine or other fermented drink . I did this so that you might know that I am the LORD your God .
110328,Deuteronomy 30:7,וְנָתַן֙ יְהוָ֣ה אֱלֹהֶ֔יךָ אֵ֥ת כָּל־הָאָלֹ֖ות הָאֵ֑לֶּה עַל־אֹיְבֶ֥יךָ וְעַל־שֹׂנְאֶ֖יךָ אֲשֶׁ֥ר רְדָפֽוּךָ׃ ,רְדָפֽוּךָ,ἐδίωξάν,aorist indc,persecuted,PAST..IND,And the Lord your God will put all these curses on your foes and enemies who persecuted you .,persecute,PRES..IND,The LORD your God will put all these curses on your enemies who hate and persecute you .
111112,Deuteronomy 31:17,הֲלֹ֗א עַ֣ל כִּֽי־אֵ֤ין אֱלֹהַי֙ בְּקִרְבִּ֔י מְצָא֖וּנִי הָרָעֹ֥ות הָאֵֽלֶּה׃ ,מְצָא֖וּנִי,εὕροσάν,aorist indc,Have come upon,PRES..IND,"Then my anger will be kindled against them in that day , and I will forsake them and hide my face from them , and they will be devoured . And many evils and troubles will come upon them , so that they will say in that day , ‘ Have not these evils come upon us because our God is not among us ? ’",Have come upon,PRES..IND,"On that day I will become angry with them and forsake them ; I will hide my face from them , and they will be destroyed . Many disasters and difficulties will come upon them , and on that day they will ask , ‘ Have not these disasters come upon us because our God is not with us ? ’"
112536,Deuteronomy 33:20,כְּלָבִ֣יא שָׁכֵ֔ן ,שָׁכֵ֔ן,ἀνεπαύσατο,aorist indc,Gad crouches,PRES..IND,"And of Gad he said , “ Blessed be he who enlarges Gad ! Gad crouches like a lion ; he tears off arm and scalp .",Gad lives,PRES..IND,"About Gad he said : “ Blessed is he who enlarges Gad’s domain ! Gad lives there like a lion , tearing at arm or head ."
116778,Joshua 7:26,עַל־כֵּ֠ן קָרָ֞א שֵׁ֣ם הַמָּקֹ֤ום הַהוּא֙ עֵ֣מֶק עָכֹ֔ור עַ֖ד הַיֹּ֥ום הַזֶּֽה׃ פ ,קָרָ֞א,ἐπωνόμασεν,aorist indc,is called,PRES..IND,"And they raised over him a great heap of stones that remains to this day . Then the Lord turned from his burning anger . Therefore , to this day the name of that place is called the Valley of Achor .",has been called,PRES.PERF.IND,"Over Achan they heaped up a large pile of rocks , which remains to this day . Then the LORD turned from his fierce anger . Therefore that place has been called the Valley of Achor ever since ."
118010,Joshua 9:12,וְעַתָּה֙ הִנֵּ֣ה יָבֵ֔שׁ ,יָבֵ֔שׁ,ἐξηράνθησαν,aorist indc,it is dry,PRES..IND,"Here is our bread . It was still warm when we took it from our houses as our food for the journey on the day we set out to come to you , but now , behold , it is dry and crumbly .",dry,,This bread of ours was warm when we packed it at home on the day we left to come to you . But now see how dry and mouldy it is .
118192,Joshua 9:21,וַ֠יִּֽהְיוּ חֹטְבֵ֨י עֵצִ֤ים וְשֹֽׁאֲבֵי־מַ֨יִם֙ לְכָל־הָ֣עֵדָ֔ה כַּאֲשֶׁ֛ר דִּבְּר֥וּ לָהֶ֖ם הַנְּשִׂיאִֽים׃ ,דִּבְּר֥וּ,εἶπαν,aorist indc,,,,promise,PRES..IND,"They continued , “ Let them live , but let them be woodcutters and water-carriers for the entire community . ” So the leaders’ promise to them was kept ."
122929,Joshua 18:5,וְהִֽתְחַלְּק֥וּ אֹתָ֖הּ לְשִׁבְעָ֣ה חֲלָקִ֑ים ,הִֽתְחַלְּק֥וּ,διεῖλεν,aorist indc,They shall divide,PRES..MOD,"They shall divide it into seven portions . Judah shall continue in his territory on the south , and the house of Joseph shall continue in their territory on the north .",are to divide,PRES..IND,You are to divide the land into seven parts . Judah is to remain in its territory on the south and the house of Joseph in its territory on the north .
123563,Joshua 19:12,וְשָׁ֣ב מִשָּׂרִ֗יד קֵ֚דְמָה מִזְרַ֣ח הַשֶּׁ֔מֶשׁ עַל־גְּב֥וּל כִּסְלֹ֖ת תָּבֹ֑ר ,שָׁ֣ב,ἀνέστρεψεν,aorist indc,it goes,PRES..IND,"From Sarid it goes in the other direction eastward toward the sunrise to the boundary of Chisloth-tabor . From there it goes to Daberath , then up to Japhia .",It turned,PAST..IND,It turned east from Sarid towards the sunrise to the territory of Kisloth Tabor and went on to Daberath and up to Japhia .
126382,Joshua 23:8,כִּ֛י אִם־בַּיהוָ֥ה אֱלֹהֵיכֶ֖ם תִּדְבָּ֑קוּ כַּאֲשֶׁ֣ר עֲשִׂיתֶ֔ם עַ֖ד הַיֹּ֥ום הַזֶּֽה׃ ,עֲשִׂיתֶ֔ם,ἐποιήσατε,aorist indc,you have done,PRES.PERF.IND,but you shall cling to the Lord your God just as you have done to this day .,you have,PRES..IND,"But you are to hold fast to the LORD your God , as you have until now ."
127965,Judges 1:25,וְאֶת־הָאִ֥ישׁ וְאֶת־כָּל־מִשְׁפַּחְתֹּ֖ו שִׁלֵּֽחוּ׃ ,שִׁלֵּֽחוּ,ἐξαπέστειλαν,aorist indc,they let go,PRES..IND,"And he showed them the way into the city . And they struck the city with the edge of the sword , but they let the man and all his family go .",spared,PAST..IND,"So he showed them , and they put the city to the sword but spared the man and his whole family ."
128263,Judges 2:3,וְגַ֣ם אָמַ֔רְתִּי ,אָמַ֔רְתִּי,εἶπα,aorist indc,I say,PRES..IND,"So now I say , I will not drive them out before you , but they shall become thorns in your sides , and their gods shall be a snare to you . ”",I tell,PRES..IND,Now therefore I tell you that I will not drive them out before you ; they will be [ thorns ] in your sides and their gods will be a snare to you . ”
129497,Judges 4:6,הֲלֹ֥א צִוָּ֣ה׀ יְהוָ֣ה אֱלֹהֵֽי־יִשְׂרָאֵ֗ל ,צִוָּ֣ה,ἐνετείλατο,aorist indc,Has commanded,PAST..IND,"She sent and summoned Barak the son of Abinoam from Kedesh-naphtali and said to him , “ Has not the Lord , the God of Israel , commanded you , ‘ Go , gather your men at Mount Tabor , taking 10,000 from the people of Naphtali and the people of Zebulun .",commands,PRES..IND,"She sent for Barak son of Abinoam from Kedesh in Naphtali and said to him , “ The LORD , the God of Israel , commands you : ‘ Go , take with you ten thousand men of Naphtali and Zebulun and lead the way to Mount Tabor ."
